,category,titles,pageids
45,Arts & Entertainment>Movies>Movie Reference,"['Movie camera', 'Movie ranch', 'Monster movie', 'B movie', 'The Movie Channel', 'Road movie', 'The MySpace Movie', 'Disaster Movie', 'Internet Movie Firearms Database', 'Adult movie theater', 'The Great Movie Ride', 'Movie Outline', 'MOVIE Index', 'Interactive movie', 'Doctor Who in popular culture', 'Black Movie Awards', 'Burma Bazaar', 'Feature film', 'Movie 4', 'Hamlet in popular culture']","['8763731', '105391', '28874764', '21617322', '17726219', '54512406', '232963', '7922610', '1441691', '36529601', '49189913', '6306096', '22723305', '17606964', '199539', '4299450', '1055274', '1147170', '655262', '4063909']"
46,Arts & Entertainment>Movies>Movie Reference>Movie Reviews & Previews,"['Live preview', 'Film screening', 'The Movie Show on ITV2', 'Test screening', 'The Peanuts Movie', 'Raattinam', 'MoviePlus', 'Sony Alpha 900', 'Endrendrum', 'Veera Madakari', 'Kanthari', 'FinePix S9500', 'Total Film', 'Chennai Ungalai Anbudan Varaverkirathu', 'Vaathiyaar Veettu Pillai', 'Previsualization', 'Kappiri Thuruthu', 'Incident in an Alley', 'Sorry Enaku Kalyanamayidichu', 'GOM Player']","['48306849', '39988877', '8460291', '5736432', '6478356', '39424226', '47957569', '52684669', '7937506', '10182480', '4668411', '36593204', '19106773', '16179691', '456741', '19008174', '39367067', '982385', '34987491', '39632589']"
47,Arts & Entertainment>Movies>Musical Films,"['Musical', 'Jukebox musical', 'Musical saw', 'Musical score', 'High School Musical Jr', 'Industrial musical']","['50038191', '917565', '6165282', '20818', '19995', '183433']"
48,Arts & Entertainment>Movies>Romance Films,"['Romance film', 'Romance novel', 'Romantic comedy film', 'Paranormal romance', 'Planetary romance', 'Romance scam', '4 Romance']","['22855953', '2306844', '1162325', '522822', '293632', '5836858', '25531']"
49,Arts & Entertainment>Movies>Science Fiction & Fantasy Films,"['Science fantasy', 'Science fiction', 'Outline of science fiction', 'History of science fiction films', 'Fantasy', 'Science Fiction Fantasy Short Film Festival', 'Museum of Pop Culture', 'Fantasy fiction magazine', 'Comic science fiction', 'Fantasy film', 'Science fiction on television', 'History of science fiction', 'Bengali science fiction', 'Fantasy literature', 'Definitions of science fiction', 'Science fiction convention', 'Sex and sexuality in speculative fiction', 'Black science fiction', 'Saturn Award for Best Science Fiction Television Series', 'Saturn Award for Best Animated Film']","['5783841', '11228343', '66047', '8239833', '23534170', '2722014', '11741', '978740', '3387802', '2453923', '102346', '31984837', '1082758', '49552475', '25560111', '300649', '26787', '395191', '27608', '106004']"
50,"Arts & Entertainment>Movies>Thriller, Crime & Mystery Films","['Crime film', 'Thriller film', 'Crime fiction', 'Mystery film', 'Mystery fiction', 'Erotic thriller', 'International Thriller Writers', 'Giallo', 'Libby Fischer Hellmann', 'Outline of film', 'Action film', 'Motherless Brooklyn', 'Destination Murder', 'Chettu Kinda Pleader', 'Gillian Flynn']","['43564', '40784840', '86025', '408001', '31034256', '6738206', '1758267', '12513388', '1772053', '22270448', '2421009', '193291', '540763', '6599447', '28148882']"
51,Arts & Entertainment>Music & Audio,"['Audio engineer', 'Digital audio', 'Audio file format', 'Timeline of audio formats', 'Institute of Audio Research', 'Music visualization', 'Audio mixing', 'Optical audio disc', 'Comparison of free software for audio', 'Digital audio workstation', 'Audio editing software', 'Professional audio', 'Compact Disc Digital Audio', 'Online music store', 'Audio game', 'Acoustic fingerprint', 'Advanced Audio Coding', 'AudioMulch', 'Audio over IP', 'Audio mastering']","['30874045', '218247', '8974641', '437887', '21189305', '2316', '501550', '254878', '156549', '13771799', '41920', '292943', '53712', '431270', '23268532', '2785121', '343585', '2964', '4037385', '302017']"
52,Arts & Entertainment>Music & Audio>CD & Audio Shopping,"['Video CD', 'Sega CD', 'DIY audio', 'Audio engineer', 'Compact Cassette', 'Professional audio store', 'Audio Engineering Society', 'Maxi single', 'Music store', 'Online music store', 'Northdown', 'Audiophile', 'Luxman', 'Aiwa', 'Nakamichi', 'Sony BMG copy protection rootkit scandal', 'Album cover', 'In Private', 'Battle and Romance', 'Album']","['306127', '528282', '1933002', '1237052', '21189305', '145372', '37406103', '65880', '1543032', '9873242', '9328741', '2258906', '3859329', '306113', '6167312', '343585', '49278562', '29032', '3174826', '42803']"
53,Arts & Entertainment>Music & Audio>Classical Music,"['Indian classical music', 'Classical music blog', 'Carnatic music', 'Historical classical music recordings', 'History of music', 'Classical guitar repertoire', 'Crossover music', 'Classical music written in collaboration', 'Music', 'Edison Classical Music Awards', 'The Friendly Guide to Music', 'Music of Venice', 'ArkivMusic', 'BBC Music Magazine', 'Grammy Award for Best Classical Compendium', 'Development of Carnatic music', 'Contemporary classical', 'Classical 24', 'Music of Myanmar', 'Women in classical music']","['18707493', '5679076', '164188', '3883117', '30872999', '14674505', '23251909', '1934249', '547533', '1401333', '1607633', '36109807', '24039180', '87323', '223014', '18839', '987266', '3908340', '11193820', '52201111']"
54,Arts & Entertainment>Music & Audio>Country Music,"['Country Music Hall of Fame and Museum', 'Country Music Association Awards', 'Australian country music', 'Country Music Awards of Australia', 'Canadian Country Music Hall of Fame', 'Country Music Greats Radio Show', 'Texas country music', 'Alternative country', 'Buried Country', 'Country radio', 'CMT Music Awards', 'Texas Country Music Hall of Fame', 'Country rap', 'American Music Award for Favorite Country Album', 'Classic country', 'Tamworth Country Music Festival', 'Neotraditional country', 'Scottish country dance', 'Country Stampede Music Festival', 'Table of years in country music']","['171106', '5793132', '1908072', '20011682', '16942396', '10659497', '1414742', '1666748', '12393228', '24200317', '60630', '6234942', '45540806', '1939208', '3083752', '63683', '20769342', '1160077', '1370283', '7873739']"
55,Arts & Entertainment>Music & Audio>Dance & Electronic Music,"['Electronic dance music', 'Dance music', 'Alternative dance', 'Dance', 'Electronic musical instrument', 'Live electronic music', 'Dance radio', 'Electronics in rock music', 'Dance Dance Revolution Disney Mix', 'Street dance', 'Assyrian folk dance', 'Progressive music', 'Rave', 'Dance pad', 'Rave music', 'Italo dance', 'Electronic drum', 'Dance floor', 'Robbins Entertainment', 'Electronicore']","['24864889', '4269893', '7885', '9572198', '12739471', '6674649', '750700', '11316211', '2924002', '1437688', '10006', '31568852', '16727290', '11909203', '20263821', '24501', '43488', '211805', '5552962', '370716']"
56,Arts & Entertainment>Music & Audio>Experimental & Industrial Music,"['Neofolk', 'Industrial hip hop', 'Industrial rock', 'Experimental hip hop', 'Ambient music', 'Experimental psychology', 'Downtown music', 'Electronic music', 'Music sequencer', 'Rave music', 'Furniture music', 'Nordvargr', 'The Synthetic Dream Foundation', 'Electronica', 'Martyn Bates', 'Metropolis Records', 'Die Krupps', 'Hip hop music', 'Sky Records', 'Music psychology']","['55319', '1429896', '487233', '9510', '87606', '20880933', '364299', '2037363', '18945847', '16994945', '125889', '53126198', '772521', '4390344', '127510', '1297336', '30755538', '211805', '13626776', '36739571']"
57,Arts & Entertainment>Music & Audio>Folk & Traditional Music,"['Folk music', 'Contemporary folk music', 'Folk rock', 'Folk dance', 'Traditional Gaelic music', 'Industrial folk music', 'Roots revival', 'Folk club', 'Music of Southeastern Europe', 'Folk jazz', 'BBC Radio 2 Folk Awards', 'Pittsburgh Folk Festival', 'Volksmusik', 'Music of Myanmar', 'Slovak folk music', 'Neofolk', 'Folk instrument', 'Archive of Folk Culture', 'Grammy Award for Best Folk Album', 'Sami music']","['1469495', '954657', '12000337', '1138266', '11624', '1863359', '5207691', '10623', '168377', '31422010', '1099681', '987266', '1444274', '1297336', '5301332', '172540', '403144', '20046002', '26308665', '262094']"
58,Arts & Entertainment>Music & Audio>Jazz & Blues,"['Acid jazz', 'Jazz Jackrabbit', 'Jazz band', 'Jazz royalty', 'Jazz Messengers discography', 'Jazz Mandolin Project', 'Soul jazz', 'Jazz bass', 'Blue Note Recordings', 'Blue', 'Grammy Award for Best Jazz Instrumental Album', 'Cheltenham Jazz Festival', 'Another Shade of Blue', 'Mills Blue Rhythm Band', 'Blue Mode', 'Blue Delight', 'Blue Soul', 'Jazz Is Dead']","['264041', '52474562', '4543', '20205048', '29827909', '38825324', '29340871', '7390108', '496902', '7250123', '664524', '3881963', '43777039', '54409', '1126518', '552773', '810541', '264343']"
59,Arts & Entertainment>Music & Audio>Jazz & Blues>Blues,"['Blue', 'Shades of blue', 'Blue cheese', 'Blue whale', 'Midnight blue', 'Prussian blue', 'Phthalocyanine Blue BN', 'Dodger blue', 'Blue Ridge Mountains', 'Steel blue', 'Trypan blue', 'Blue moon', 'Blue book', 'Blue Flag beach', 'Blue rinse', 'Methylene blue', 'Blue ribbon', 'Blue straggler', 'Blue shark', 'Blue swallow']","['4543', '3292621', '462535', '1845300', '926863', '316038', '794969', '3137756', '240920', '207397', '3686223', '4925', '1037913', '238790', '1960640', '619322', '182765', '28090940', '1979958', '2624345']"
60,Arts & Entertainment>Music & Audio>Jazz & Blues>Jazz,"['Jazz piano', 'Jazz standard', 'Soul jazz', 'Jazz band', 'Acid jazz', 'Vocal jazz', 'Jazz Jackrabbit', 'Trad jazz', 'Jazz guitarist', 'Folk jazz', 'The Penguin Guide to Jazz', 'Jazz guitar', 'Jazz bass', 'Jazz improvisation', 'Jazz royalty', 'Beaches International Jazz Festival', 'Modal jazz', 'Pori Jazz', 'Jazz hands', 'All Music Guide to Jazz']","['264041', '8541432', '30874534', '5207691', '664524', '54409', '1126518', '16141', '11900812', '2851170', '8760501', '1992406', '552773', '250056', '63106', '764027', '264343', '7910935', '1284864', '3029672']"
61,Arts & Entertainment>Music & Audio>Music Art & Memorabilia,"['Fender Music Foundation', 'Souvenir', 'Leeds College of Music', 'Museum of Pop Culture', 'Falling A Records', 'Pink Palace Museum and Planetarium', 'FC Barcelona Museum', 'Erroll Garner Archive', 'O Street Museum Foundation', 'Have Not Been the Same', 'College of Piping', 'Constellation Me', 'Stetson University', 'The Pre New', 'Arsenal Football Club Museum', 'War Memorial Auditorium', 'Derby Moor Community Sports College', 'Earlestown', 'Villa Verdi', 'Salk Hall']","['1708857', '17962544', '34009844', '8312985', '311670', '50546325', '23268015', '1128814', '16934290', '38581400', '5630801', '102346', '29275460', '15301677', '11676982', '937531', '169909', '45646350', '7470093', '27221386']"
62,Arts & Entertainment>Music & Audio>Music Education & Instruction,"['Music education', 'Music school', 'Special education', 'Research in Music Education', 'Of Education', 'Education', 'Educational technology', 'Music education for young children', 'Individualized Education Program', 'Continuing education', 'Music lesson', 'Distance education', 'Master of Music', 'Midwest Program on Airborne Television Instruction', 'National Taichung University of Education', 'Index of education articles', 'Berklee College of Music', 'Blindness and education', 'Female education', 'Moores School of Music']","['486112', '571026', '693567', '8997', '9252', '1944675', '9384153', '1739041', '2047289', '626525', '12322936', '8107605', '2025792', '5405045', '20358', '24782280', '22147539', '3205964', '20895725', '436831']"
63,Arts & Entertainment>Music & Audio>Music Equipment & Technology,"['Industrial technology', 'Information technology', 'Music on hold', 'Health technology', 'Military technology', 'Assistive technology', 'Low technology', 'MusicRadar', 'Marine technology', 'Alder Grange Community and Technology School', 'Music workstation', 'Appropriate technology', 'Digital audio', 'Audio engineer', 'Cork Institute of Technology', 'Changchun University of Science and Technology', 'Energy technology', 'Music education', 'Music psychology', 'Video game music']","['11020404', '190450', '653', '21189305', '20876184', '542603', '53712', '20122770', '3255966', '7796225', '36674345', '1721135', '31885413', '90815', '16069965', '2025792', '1898660', '4390344', '307119', '350752']"
64,Arts & Entertainment>Music & Audio>Music Equipment & Technology>DJ Resources & Equipment,"['Submarine Escape Immersion Equipment', 'Remote broadcast', 'Hip hop', 'Electronic dance music', 'Colon cleansing', 'Dub music', 'WXDU', 'Marine mammals and sonar', 'Philips', 'Electronic music', 'Extended technique', 'NIH Toolbox', 'Magnetic resonance imaging', 'Talent agent', 'Sir Syed University of Engineering and Technology', 'Phonograph', 'Isobaric counterdiffusion', 'Techxetra', 'Global Inheritance', '35th Fighter Wing']","['5729857', '19139792', '183304', '2924002', '9510', '410014', '27852346', '2632114', '17720496', '19446', '21064840', '38387863', '23550', '24471', '978035', '1021537', '9976299', '2067198', '31070367', '964090']"
65,Arts & Entertainment>Music & Audio>Music Equipment & Technology>Music Recording Technology,"['Multitrack recording', 'Field recording', 'Music technology', 'Recording Workshop', 'Music industry', 'Audio Home Recording Act', 'Audio engineer', 'Optical disc recording technologies', 'National Recording Registry', 'Computer music', 'Record producer', 'Wire recording', 'Music sequencer', 'Tape recorder', 'Comparison of analog and digital recording', 'Music download', 'Music on hold', 'Remote recording', 'Album', 'Studio D Recording']","['528282', '1597125', '21189305', '156859', '6974', '2495244', '255133', '797714', '1946204', '1898660', '127510', '49182501', '5118050', '3728036', '53207', '34969467', '32358309', '43614132', '70912', '396056']"
66,Arts & Entertainment>Music & Audio>Music Equipment & Technology>Musical Instruments,"['Musical instrument', 'Electronic musical instrument', 'Experimental musical instrument', 'String instrument', 'Transposing instrument', 'Brass instrument', 'KHS Musical Instruments', 'Musical instrument classification', 'Instrument', 'Musical saw', 'Folk instrument', 'Kawai Musical Instruments', 'Musical keyboard', 'Wind instrument', 'Music instrument technology', 'Conservation and restoration of musical instruments', 'Kazakh Museum of Folk Musical Instruments', 'Musical instruments in church services', 'Whirly tube', 'Institute of Musical Instrument Technology']","['4940', '45540952', '10006', '6890038', '1863359', '23686350', '23701314', '13762642', '612681', '35587575', '6078697', '27406894', '101900', '33953723', '20816', '19995', '50076', '56886', '28450531', '23442958']"
